job_id,role_name,company_name,location,link
128,Analista de Sistemas Pl- Curitiba,Grupo Educacional Bom Jesus,"Curitiba, PR",https://br.indeed.com/rc/clk?jk=1638f61869fd4e02&bb=QKRn3iF09_oAf1MAIGkEKVyote8iXutkoUFYREhn1JCjo_yKVCdQnlHiVDg-9NLeHaQsm5l6FxobU2Baea3CGNMPKJNLpFbyBzoZqCFdY2I%3D&xkcb=SoA767M3EEWJGHQ3mx0CbzkdCdPP&fccid=c869a1d47a1871d8&cmp=Associa%25C3%25A7%25C3%25A3o-Franciscana-de-Ensino-Senhor-Bom-Jesus&ti=Analista+De+Sistemas+Pleno&vjs=3
129,CIENTISTA DE DADOS PLENO (100% REMOTO),ClearSale,,https://br.indeed.com/rc/clk?jk=eb283dd961b5757d&bb=QKRn3iF09_oAf1MAIGkEKVeyMrjJa8CHnQJyuvQSUxzcaZZ0NHhy1rT8ixj5Nwk0YwNtjWOuqxuOFux7MK4V-g2bwa1d38LtWVA2-fFE7jE%3D&xkcb=SoCm67M3EEWJGHQ3mx0BbzkdCdPP&fccid=590dd23f44dbe686&vjs=3
130,0124009 - Estágio TI - Desenvolvimento,Insight RH,"Brasília, DF",https://br.indeed.com/rc/clk?jk=8a35bfa61b1cfb35&bb=QKRn3iF09_oAf1MAIGkEKXQKfo41h88vymy6zuZg2JOQMggaB-TkwK34M0n0s8uDkOQ2LdZPgzdQnCI9ZzyqFahiob4oenyOCBGPyvOP-ZQ%3D&xkcb=SoAS67M3EEWJGHQ3mx0AbzkdCdPP&fccid=bce267e28cc95425&vjs=3
131,Machine Learning Engineer,Metal Toad,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=a10b1bbb4e6041a2&bb=QKRn3iF09_oAf1MAIGkEKZClyqWd-z1d9uD7QK6ZUgK_RUaMGCR17HETKYL6sAL7v2JSbKpf4c_6MdwUhiYl1kLZyaHPxEepkuqF5W5bmoc%3D&xkcb=SoCc67M3EEWJGHQ3mx0HbzkdCdPP&fccid=433d4760cb006f13&vjs=3
132,Data Engineer,OpsBrasil Serviços Cloud LTDA,,https://br.indeed.com/rc/clk?jk=380ed30e4d329271&bb=QKRn3iF09_oAf1MAIGkEKfrqwzliDcCrJ6JJaDBaNSMhWYALHGWNRT3OMzLgVCdWbZElADH6RewlhqclkZ5PXUu9wBhLzifp15tjSHl-D3s%3D&xkcb=SoAo67M3EEWJGHQ3mx0GbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
133,"Software Engineering Manager, User Protection",Google,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=38ba778934f73ed6&bb=QKRn3iF09_oAf1MAIGkEKUITTFYsf4GeY_eiVcVrbOxI4OUDnbLYoAkaAeBUWLPS3abHq7sbqsIFDJHne1DJnx0aaqpoRGPPYfdzyuUiI7I%3D&xkcb=SoC167M3EEWJGHQ3mx0FbzkdCdPP&fccid=a5b4499d9e91a5c6&vjs=3
134,ENGENHEIRO DE DADOS SR - SAO PAULO,OEmprego,"São Paulo, SP",https://br.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D7PQ0nqCg8lVJIORdBwZsNL11uUAW8bjnACm59t3ZNwai5ne3OKboBDZI7ODqnxhhTHQe4EUNNcXIzvtfAixVG8s2RddyhJc_PD3_KtES0CEBwlePhPj-rRFdcWB9gDg-PzBVfJR9PLlZb7ylY90QjimzKtWSEVXxAaWGeAeURoii5WCJkQ9b5fzKOdyvNFDKf-w26UZsR3b-xN4k6YHPUCSvAWinqfu8PXQELrKVJW3gKe7UKf04R9rBNPIn1RoTvc7XSjzV_8yDzlClWAmERKdaOLvKCpXqVZLVp_OBN30zkZVNE4fccIzdS1F0x-DffjtWD1zpEb0sYhcu3ClXhbwvwEy4g1stEAM6WgmRTCOnAm14W3kMCtCTifAHlAD4X0hzm4Lxanz81FBbTK3d16c_RU2rgNJeMxJAoDlXy-m949FVpXUDxw6BlzkTTAcZZnbbKMpcLK4I25KlyuSEJZT0IEswHA7gkG9DhVQrng9ULaOaIjzaZ3NATZJEMgr3rWGU_SdiCxayvlIXLaIw2huki7en2EZWLfAux1LwDFRCQosHwqmZhhYHt8vfJe3RdqJNCnMyTRm395ailg1KWVECzVsu6dT-B_6ZDemXS5TfxmdspGno81ydjpSfzFMs=&xkcb=SoD16_M3EEWJGHQ3mx0EbzkdCdPP&camk=H-lBaXMUocLGpvfX6IX2EQ==&p=14&fvj=0&vjs=3
135,Full Stack Developer Angular e Python Sênior,Softfocus,,https://br.indeed.com/rc/clk?jk=536513eff7776906&bb=mZFlLI1ugr2EcqzQhYJafr_PisKCR6rm1drNekbCeR7glIZIwLhU2zi0Y0JhwRLjci-TrmV-IFiPLKFguqQ39prgB3lydeWmwfJev7dClZg%3D&xkcb=SoDz67M3EEWCiWQ3mx0LbzkdCdPP&fccid=d6437f93979739e2&vjs=3
136,Especialista de Dados,Trabalhe na Mills,"São Paulo, SP",https://br.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ABTs8d9N4U2iifcr74ETuZT-Y4vYqfWIsVuxzdgHjj9IWnfPhyy9GZd_xDGsh_M1KYuOEme-U44hH1wcmhGkgqcEBxB3dNAnmFsueCGosZ1lYV0cTsuBHdeOc5X4F1_j0ybL9nkmLKEoRnLg0PtR2bvn4KlJkM74xenKYGJbd3g-14Wt443k8Y137ID4vrVScrG-kHTsIZrqKPR_P59__T1NU9niGq6Q2kAWacm7-gz7dKx8sFUJDBYdl0IQkXT6kRUQCrlN7RWh_YprJrRlFB6VY4Z9EEd4JVsiEr2LZBplAj6RJa7PoMcB_pXLuA9s9qz09-bFglzhoYJzMssqnq5jfTKIPazPrZO815OjoYT6QrEjEt9ompAxr4i1g55miNuHzvo38HlCJ3ITGFkLbYdfeZCvNVepdIq4lNnqYlrcXWOgfG7kGbpOp_6Ubcnq0b9Sn6Mvp1R2ZdYhgkTO6ZJfBAIhsBCd3yXx-qBnY-FRvKl9UFBG2P4veEa08o5X1lrxEzSeou1GDkULJ5eAEla-qH9-1fdN2qmOmfNu7UTX2k1ngPO3OTOOyc__adkmpHaacHzyCgGZVoj_AkFSecLGYliL4436pq9IxKpypXWMM_dYnGL59-Ig7ukwbCNQgztOjhDNsvqRHC-xRBs0yhxL55V8muLMY=&xkcb=SoCz6_M3EEWCiWQ3mx0KbzkdCdPP&camk=H-lBaXMUocIt9vGL6NmfnA==&p=1&fvj=0&vjs=3
137,Assistente Jurídico,market4u,"Curitiba, PR",https://br.indeed.com/rc/clk?jk=14693e3dc1e4749d&bb=mZFlLI1ugr2EcqzQhYJafphnJXPT8FlhBYMIlx6JrC_m562NYteRx87zJ_1YwmQ01l8pJoYCGDW_EbupcWxwodYFGUrIK8oo2f7gHAs0Yx8%3D&xkcb=SoDa67M3EEWCiWQ3mx0JbzkdCdPP&fccid=6181e4e83d8db7d5&vjs=3
138,Estágio em Desenvolvimento de Sistemas,Netvagas,"Vitória, ES",https://br.indeed.com/rc/clk?jk=7de6e1a093569d5b&bb=mZFlLI1ugr2EcqzQhYJafv8j-ja6dNBcuPqGx6vjEKotPZ-Rwnm1ZikL6s1PWPA8xhMMfjkQGr2vWlEomnskw4Ey85IhTpLIamN3a0Y-z6I%3D&xkcb=SoBu67M3EEWCiWQ3mx0IbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
139,Software Engineer I,Cadence Design Systems,"Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=56d033cdf362b00c&bb=mZFlLI1ugr2EcqzQhYJafhCgLboVxMXB8Oov7SvZZsM_JuWJpwFJvGcDtWtHK7kqm5cS31vfUi2E7ZZEhni7rE8FrkXqdKXHjDikcbCPTLA%3D&xkcb=SoDg67M3EEWCiWQ3mx0PbzkdCdPP&fccid=391006290e845887&vjs=3
140,Engenheiro de Software,Netvagas,,https://br.indeed.com/rc/clk?jk=ea8a45bdce28686a&bb=mZFlLI1ugr2EcqzQhYJafodnt9SRRSv449msHPKXF8LYYnCwHLtLUmqMVy3_KbzHszfBgHnwqVoajSyHITg_umAWgTXqxJWJGhbzu2BpNGg%3D&xkcb=SoBU67M3EEWCiWQ3mx0ObzkdCdPP&fccid=248e71f02a698bfc&vjs=3
141,Backend Developer,OpsBrasil Serviços Cloud LTDA,,https://br.indeed.com/rc/clk?jk=e265271f401182c3&bb=mZFlLI1ugr2EcqzQhYJafvAsaHaP4l-xQVrJtFCCEGU5NPXI7elA5ua1vxb215D03y1b8Iz-FF5nG8tF5m-Hn_8uJk2PMN1p1e9AVdTL-7w%3D&xkcb=SoDJ67M3EEWCiWQ3mx0NbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
142,DATA SCIENTIST,SeedTS,,https://br.indeed.com/rc/clk?jk=fa5bda1f47510c16&bb=mZFlLI1ugr2EcqzQhYJafv8j-ja6dNBc0HE4EGB1VCFx0jPeWhWYOL33e2cH-8Pd561VZ-Sk4sMr5AKNcSAcmWBOS7C0MIP5fi1d75QOMtI%3D&xkcb=SoB967M3EEWCiWQ3mx0MbzkdCdPP&fccid=92358445bd8bd67c&vjs=3
143,Analista Funcional Junior - EDC,Mutant,,https://br.indeed.com/rc/clk?jk=bb02b99cf6af164c&bb=mZFlLI1ugr2EcqzQhYJafrDKy0FuVHgEjT3sUG1HPkXfFgN7qz_jY1veawJoznN7YrGEHITzC0Ion6T3nrYAgWl7ClwAPDmGYasRzFSHk1c%3D&xkcb=SoCU67M3EEWCiWQ3mx0DbzkdCdPP&fccid=22c551d6141563cd&vjs=3
144,Desenvolvedor(a) Backend Sr - Python,Solfácil,,https://br.indeed.com/rc/clk?jk=0046b08e0282c0fc&bb=mZFlLI1ugr2EcqzQhYJafl9Xj-NXGRCyfBp6AzV1aPpuElKTx6_f9LYrquSS_b0ATdvDs2l7CIhR8Lv_PbhKGmy6Xi7c6IyPBOpl1uM_rZ8%3D&xkcb=SoAg67M3EEWCiWQ3mx0CbzkdCdPP&fccid=20a47d495e75ebd9&vjs=3
145,Estágio em Desenvolvimento de Sistemas,Timenow - Time Players,"Remoto híbrido in Vitória, ES",https://br.indeed.com/rc/clk?jk=ab6bbae6487e264a&bb=mZFlLI1ugr2EcqzQhYJafuLlUgkcsTTL7zZrXrehEs8qsTdxjRtrMGtgvNSWqay6hO6-YqyvXahxzwW99x9jlnEdKjjP5xgZfIkR2XzsvbQ%3D&xkcb=SoC967M3EEWCiWQ3mx0BbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
146,Analista funcional junior - edc,Netvagas,,https://br.indeed.com/rc/clk?jk=1e187ced21543c13&bb=mZFlLI1ugr2EcqzQhYJafpGfn5z6gYUsva4Vf2uIT8nmtU1YotQHX7Pv5kHCV0PoWtgGckBvrkY-yFDmDQxq13cqG5kXfLkjTjAR7HPI7RA%3D&xkcb=SoAJ67M3EEWCiWQ3mx0AbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
147,Programador Python (Jupyter Notebook),Turing.com,,https://br.indeed.com/rc/clk?jk=fbfc57e547f7492c&bb=mZFlLI1ugr2EcqzQhYJafvTNgXMoyPOr3Fm6W1JrBgf3mmklZb5eSVJAo-WxwEmRIu1Y3uw1zc6S7eJRVl2ll3cg5Hi_7Py1pu3E_j5WBFM%3D&xkcb=SoCH67M3EEWCiWQ3mx0HbzkdCdPP&fccid=2d71fc355eaef8f5&cmp=turing&ti=Python&vjs=3
148,ESP INFRAESTRUTURA VIDEO I,Claro,"Campinas, SP",https://br.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DK20QmcZKVx9LjbuC-u5lB3rxeJCP2k8q23I1ohXQB_Ju63qY-73nzO_cE9jC0KUZNvD-xfMr8UdIUhqHkE3HgF1-uu-lUyzkghDpavQ8dPYLNTiTo98iNldT0LZoP5jtTteDFkHHbBI2B6R85Mnod4JlA3RgwgIHi3cVYJEucVwEIOXIeyaCZwvP0Ge1bkJmWA6SzWzORhGFHFg4atTXfKqM2UfWCJLHZ4qkBzvdX9ieeJqOA6pmVIEHKVsEU4yshIHrCaQUDRAHuHKv5MYEzONF60f2Cr6O-wq4hg0UPa-JmRZM_m8ttTaPKCwCNaAJ73gw4b6b8RqjRkOdK5DmC7ab0JwMqeCopN86bk8lgxEA6pAdB8QF2GqVbX1FkJkU8fwaUOUTDsvFrYSl6_voiiG8qmyqKAicvphxjr0emawYP0-hgVGKiV3Whf8kt95avbvJtOYMf1rPVcOpc8jxN3wwlSKvt4bRmKSr50MmoJpYqhALnsTuQYHEWlhsG5IgKzi0zTpefjeAvQDqc46Jk0nl-YDkXurNzc843Qs8AZshTVoneFxctTZ5r1SbNE1K8FZ7QfM7mNrg2zOiTNqXjRBtTFXNMsp26_VDR2Eecdt8bUgGox4RzSLnyQmEE2Qk=&xkcb=SoDH6_M3EEWCiWQ3mx0GbzkdCdPP&camk=f416UQcMBpBQmDW4qx-kXg==&p=13&fvj=0&vjs=3
149,Analista de Ciencia de Dados II - Pesquisa Operacional,Lojas Renner,,https://br.indeed.com/rc/clk?jk=e8eb13faed92ea6f&bb=mZFlLI1ugr2EcqzQhYJafvRqiXW0wVUNnWTWiH56WPsqzdTPzPmSNSRabM29twt9wb9Po3AquY1R9IPGa4TfTOXFhiOn_vsrhbv37z3XwiM%3D&xkcb=SoCu67M3EEWCiWQ3mx0FbzkdCdPP&fccid=0421650f9c724b35&vjs=3
150,Data Scientist | Analista de Dados Jr- Híbrido,PX AGENCIAMENTO DE SERVICOS LTDA,"Joinville, SC",https://br.indeed.com/rc/clk?jk=1c59fab826809f04&bb=aj9yqIqi1H6Edv3v40kJmbaGglbR-PfsLiXxZ7_QS1QqVazthQwpdwyD6-qo9CggTUK6kbO88J9RqNSdrWvzj74TxoXUndEtDllHzNhwErA%3D&xkcb=SoCy67M3EEWfnJQ3hx0LbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
151,Desenvolvedor De Software C/C++ – Eldorado Do Sul – RS,BuscarVagas - Empregos e Consultoria Brasil,"Home office in Eldorado do Sul, RS",https://br.indeed.com/rc/clk?jk=2aae350cf02322ec&bb=aj9yqIqi1H6Edv3v40kJmZYW-oF6MUgDFT5nDcGcyBtNtsTYp8Qq0eMvTA2uyKW-ZVzBvRMooIhuARiOIoCoxE48nHNk4_w796lanAiOefA%3D&xkcb=SoAG67M3EEWfnJQ3hx0KbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
152,PESSOA ANALISTA DE DADOS PL,YDUQS - Vagas Tech,,https://br.indeed.com/rc/clk?jk=1ce3fa2d52d4b0b7&bb=aj9yqIqi1H6Edv3v40kJmQa5WSUOOLojOFOq7_pyzfZJlR0BGIw20T-m9pZO4JrPCBlKmrGbrNDjZhW89M7rMn6po26V8nf1Oq6LaJ5d_N4%3D&xkcb=SoCb67M3EEWfnJQ3hx0JbzkdCdPP&fccid=f74c97044c3c272b&vjs=3
153,Data Engineer,Semantix,,https://br.indeed.com/rc/clk?jk=755163db674ed30a&bb=aj9yqIqi1H6Edv3v40kJmStJIKlBdiMofO53mgeXdmwzPcJLK6goWiMkjew38L2v3mUflTlsSFjUXtYCb_NagH0SaMA_ugQPRz-Qi_oQZSk%3D&xkcb=SoAv67M3EEWfnJQ3hx0IbzkdCdPP&fccid=20001ab64f271f8d&vjs=3
154,Assistente de Atendimento - Suporte Técnico,Cobli,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=ff5e2632d09e84c9&bb=aj9yqIqi1H6Edv3v40kJmdl-ldETRW1Msas-3Xd-JJ9wZfFIVVRBiq3kJ4PCQXYi9QPhHRt_HP9dbFBtHnJtCDTz60JV-UBYjFCBxRBN9hE%3D&xkcb=SoCh67M3EEWfnJQ3hx0PbzkdCdPP&fccid=a793438efc260ec2&vjs=3
155,Instrutor(a) Data Science - (Part time),Ada,,https://br.indeed.com/rc/clk?jk=64c211ad69870db9&bb=aj9yqIqi1H6Edv3v40kJmduxfm3FqnNeTGgxWI8ksA1yRlEpeqqscMd2dV0WNnYhbgrO7fvyKMDG25qaiRYgXrWs4HqfuPS1hbm3nqaxOy8%3D&xkcb=SoAV67M3EEWfnJQ3hx0ObzkdCdPP&fccid=7e57cdf2421c627a&vjs=3
156,Desenvolvedor RPA/API (Integrações),innolevels,,https://br.indeed.com/rc/clk?jk=dde942c9860d1a6e&bb=aj9yqIqi1H6Edv3v40kJmXYSFLmv2B3eCy39QvJB9UpTEz2wzEgER_xaC_s41ZSbwc02Yu56i13AAtPyWkAaRH8j8x9Eql96EZSkan-Hcdo%3D&xkcb=SoCI67M3EEWfnJQ3hx0NbzkdCdPP&fccid=b98f3184c24b89e7&cmp=Innolevels&ti=Programador+%26+Desenvolvedor&vjs=3
157,Python Developer,JP&F Consultoria,"Uberlândia, MG",https://br.indeed.com/rc/clk?jk=758dc5403b31d144&bb=aj9yqIqi1H6Edv3v40kJmduxfm3FqnNeXQEdCjlTJfuR8_6Dk7zLh1l_BeoUaYtKu1gyMg_gqv1PTwnOTvXG97nDrezsucmR-DBAH3Vob18%3D&xkcb=SoA867M3EEWfnJQ3hx0MbzkdCdPP&fccid=297207b96bc934ad&vjs=3
158,Pessoa Desenvolvedora Back-end Pleno,Vem #SerHype,,https://br.indeed.com/rc/clk?jk=797439e54ddb33c6&bb=aj9yqIqi1H6Edv3v40kJmWgvj5PTmL1bWbT1xl_T9IHQYVYmgCEi4MzAwLeEjPfqmT6ogp6PFcMg1KW44GVGOQTJS5gqsBSu19tJl_nGe0g%3D&xkcb=SoDV67M3EEWfnJQ3hx0DbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
159,Desenvolvedor Frontend,Coderockr,"Home office in Joinville, SC",https://br.indeed.com/rc/clk?jk=d83b3caf77e0b967&bb=aj9yqIqi1H6Edv3v40kJmRsO33n3n6f8E4Le94WVDl3DzTE7iKo3BiXF-Db7Q-YV4lNg5Oc9mfnv7bfTlXG8cvIRKfPcSfzf74oRZH5kgnc%3D&xkcb=SoBh67M3EEWfnJQ3hx0CbzkdCdPP&fccid=899b2ee513f6e6c1&vjs=3
160,Desenvolvedor Backend Junior,SESATECH Tecnologia da Informação LTDA,"Home office in Rio de Janeiro, RJ",https://br.indeed.com/rc/clk?jk=34202d6a795f376c&bb=aj9yqIqi1H6Edv3v40kJmRyMPdcyufjbOLqbqxQadlh91AZxlegm1TengBy44UwedjfuRdIyH2Ruh3caYpLelyzjocYxtIFGEO6gzCFVNPo%3D&xkcb=SoD867M3EEWfnJQ3hx0BbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
161,"Freelance Python Developer (Remote, South / Latin America)",VT Enterprise,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=6225e0ae5b103a74&bb=aj9yqIqi1H6Edv3v40kJmV1QrePyQTufAIOBZ9Ff5l8JV3l7Ij8SXFHqxofIf3MA0M9sDuCNR_IUl9klpiUpZhN-qYKOLsQ4_0okroS1IZY%3D&xkcb=SoBI67M3EEWfnJQ3hx0AbzkdCdPP&fccid=16255684da3d9911&vjs=3
162,Analista Prevenção a Fraudes JR (Estratégia),Livelo Tech,"Remoto híbrido in Barueri, SP",https://br.indeed.com/rc/clk?jk=5dce978ff592a834&bb=aj9yqIqi1H6Edv3v40kJmQOxdYcp46n2T80ZiQ2VAAGyBr7yJe1yzCY-aPatOZW2yv0RSQobMxj--v7GRp2S4qoxEY7pWoCIWBy1IA87_uw%3D&xkcb=SoDG67M3EEWfnJQ3hx0HbzkdCdPP&fccid=104a958d3f10ea1c&vjs=3
163,Especialista de Dados,Trabalhe na Mills,"São Paulo, SP",https://br.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ABTs8d9N4U2iifcr74ETuZT-Y4vYqfWIsVuxzdgHjj9IWnfPhyy9GZd_xDGsh_M1KYuOEme-U44hH1wcmhGkgqcEBxB3dNAnmFsueCGosZ1lYV0cTsuBHdeOc5X4F1_j0ybL9nkmLKEoRnLg0PtR2bvn4KlJkM74zFUMGpE5P3rUv_xGkEu09rxBlbwqeis5CGo6q3mhcTOXrGsbMLpy4dPAAECuh00kCZ-Nd-bKm-zrlum1BatlS2sdkYULsYRhZmQGIcMEUHdK2lNfzxx3wGlcEiPCL-Xzb4E59n4IaVrJ_9uRen3WEXex7YLkUWOx4gqn52K4B12gcUTlfN7RSbACI16VUUjSByrUkcKeCTI9SnUsR1Cdoagzix7OmtX6DxioAixb7flDvxVTf1ZDTE10jraWMVUj_u6PYJUHTUbhxYQwBUh4JI5gtalPX-C5xpC7_6RawRAxSjtas8P248_B7w4SDCCQKcwCGS8_4rdtS3y54vJyG_NEFUu_Nmy5M6dRrst5Q1n4jr7UHJeYFqN4oWCP-h8smBXRPMkaeYwrfV_MgPzF2_N4tevIsVgnTh3YOxYMN2Nq_J40i3Qw4XY5LdJ0enyQlvFG_nTCdVUKPt5aYBP72X9U0FtxvtzQ4PVk7CDCJ0uKLFnon1PBz1oYeYVGLEq-s=&xkcb=SoCG6_M3EEWfnJQ3hx0GbzkdCdPP&camk=H-lBaXMUocIt9vGL6NmfnA==&p=13&fvj=0&vjs=3
164,Analista Desenvolvedor Full Stack,innolevels,,https://br.indeed.com/rc/clk?jk=72ac11f9dadcd4df&bb=aj9yqIqi1H6Edv3v40kJmTL2MGsJcF6NW9163WjHku_65aL8hRFVXBeryFv4fYcQzTSGWBIPw9Dp_CV8LWWG-pkyCrZz-w0qAIXfVob8zpg%3D&xkcb=SoDv67M3EEWfnJQ3hx0FbzkdCdPP&fccid=b98f3184c24b89e7&cmp=Innolevels&ti=Desenvolvedor+Pleno&vjs=3
165,Pessoa Analista de CRM,Nação Digital,"Home office in Maringá, PR",https://br.indeed.com/rc/clk?jk=9007ad3617498d14&bb=YTjF9feXOc-mubyWHCdG-AIAgApDlskF7sUKwDn64XrqoAu-HxU6owjY8MF2YoIKpqh6R0Pn833TB2UL9SbIX7qjf0XJWIttI5uYarHyH4Y%3D&xkcb=SoC_67M3EEWde92YIh0KbzkdCdPP&fccid=45bb384ade2d7892&vjs=3
166,Python fullstack Developer,Bhuvi IT Solutions,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=83a03beeadcc263f&bb=YTjF9feXOc-mubyWHCdG-KW4IJICIn8pdWorBqXQ-Bqmw1U7mqqh67UGC4GqW--f1l7eY8ERl6pkIX1iR3JD_zN-5edDIFX83BrKqiJCHmQ%3D&xkcb=SoAi67M3EEWde92YIh0JbzkdCdPP&fccid=686db7fd9124b26b&cmp=Bhuvi-IT-Solutions&ti=Full+Stack+Developer&vjs=3
167,Sr Backend Developer - Kotlin/Python - (100% Remoto),invillia,,https://br.indeed.com/rc/clk?jk=c8a8ba00c97f7b41&bb=YTjF9feXOc-mubyWHCdG-LVipBRmgqkJvVus3EejZRxRbbF8zRzd-4_IPdI7d2wWaMP36Mc-OyGAMi4QXOQ4iXFhqirVPUcqJxGmxXhwYUY%3D&xkcb=SoCW67M3EEWde92YIh0IbzkdCdPP&fccid=f185a6210cec2dc0&vjs=3
168,Pessoa desenvolvedora web júnior,Netvagas,"Belém, AL",https://br.indeed.com/rc/clk?jk=c1bb38aef5ebaf96&bb=YTjF9feXOc-mubyWHCdG-KpvaqStdl9kN0bGQa9gX0C45F_TNVecpoB9sZ6pB6HmxyKlfA5NHzFm1pW9JVnjP8nhpawoKjqe2cj0IwiYJZI%3D&xkcb=SoAY67M3EEWde92YIh0PbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
169,Pessoa Coordenadora de Suporte ao Cliente,Pulsus,,https://br.indeed.com/rc/clk?jk=45a6634353087d78&bb=YTjF9feXOc-mubyWHCdG-Gx3TPQjyigKHt0UMKIzY_v_k0BQ4CxQBeJhRGNiuyslSu_HNIqtZpLScZHwRYqTmRrcL2ItEmZgPZrv12KgsZA%3D&xkcb=SoCs67M3EEWde92YIh0ObzkdCdPP&fccid=4f6b2ba667bb2543&vjs=3
170,Estagiário de desenvolvimento de software frontend,Netvagas,"Campinas, RS",https://br.indeed.com/rc/clk?jk=62e38604c4daf3ad&bb=YTjF9feXOc-mubyWHCdG-DDJyKil3FDiUCfvqJVeX9neQki3AzorYodMJWDGy1PQ-r7BFU08vb9GLwjQzK_Eg31IRvfYudNFtvf_iT3EytI%3D&xkcb=SoAx67M3EEWde92YIh0NbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
171,PDI - Tester de Software / QA I,Inatel,,https://br.indeed.com/rc/clk?jk=fe82ee26a903da77&bb=YTjF9feXOc-mubyWHCdG-KW4IJICIn8pMeeSZVCJZ2uimK8tu4UmIGJwcVS8OPMEte8Bk37LwGwgAmyAa7skA6k_hzsJ45Y7euaouMufup4%3D&xkcb=SoCF67M3EEWde92YIh0MbzkdCdPP&fccid=e882508866729b87&vjs=3
172,Desenvolvedor Python Pleno,Bnex,"São José do Rio Preto, SP",https://br.indeed.com/rc/clk?jk=78a0772b6669711c&bb=YTjF9feXOc-mubyWHCdG-ONgPXNvJaD0DpiAjlNxPS_pkvqtlXOuz4mvlQ1PKCcOOZnKTfhPVcTCKHl3Hni_jvbqiQtohFiZ5MgQ9i_3vuA%3D&xkcb=SoBs67M3EEWde92YIh0DbzkdCdPP&fccid=3e13cc1f08433acf&vjs=3
173,Estagiário (a) Bussines Intelligence - Fortaleza CE,Grupo Velas,"Fortaleza, CE",https://br.indeed.com/rc/clk?jk=95412b0d41a0a324&bb=YTjF9feXOc-mubyWHCdG-Er05BQKHcHG-edjcFwgR8DRjxmNmUp27vezYDjovPkhVPUkZEfx7k6MQ6x0m4rSCOwFsvnuFrcy_0x9vuSI39c%3D&xkcb=SoDY67M3EEWde92YIh0CbzkdCdPP&fccid=74209eddc645a98b&vjs=3
174,Analista de TI,DIAGNOSE - CENTRO DE DIAGNOSTICO POR IMAGEM,"Maceió, AL",https://br.indeed.com/rc/clk?jk=dbb80694a5fb8ee4&bb=YTjF9feXOc-mubyWHCdG-J8vmi15qoL4mJW8GifS81vwes1T1I17zHiQTIiwkiO4za50_-X0gZLyamVmGCnh67zIVZIo40D9qU4ucRHYaDk%3D&xkcb=SoBF67M3EEWde92YIh0BbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
175,Desenvolvedor(a) Back-end Pleno Python,GeekHunter,"Home office in Aparecida de Goiânia, GO",https://br.indeed.com/rc/clk?jk=016d38e7167c53fc&bb=YTjF9feXOc-mubyWHCdG-JdPmef3VP2Zwq3KIoLwRW5Q7o-aSK-BpCKVaru651hQNbBA2OmkjsWNgenF_sLguxAqEXEkN8N5KRzuDgDXlog%3D&xkcb=SoDx67M3EEWde92YIh0AbzkdCdPP&fccid=9ba8dec3013c0c90&vjs=3
176,Processo Seletivo 2024.1 - Tech Lead Low Code,EloGroup,,https://br.indeed.com/rc/clk?jk=cd9852d2c62bd9b8&bb=YTjF9feXOc-mubyWHCdG-M-u2TgPOQKKjncd5o6HU5GoSTXid0IKKTAr8So4mAKdOxGxqgJ1moOXoINfxS905KZYNdRwFdO3WhQnVDRSaD4%3D&xkcb=SoB_67M3EEWde92YIh0HbzkdCdPP&fccid=62fad1ae5e67c0b5&vjs=3
177,Pessoa engenheira de software sr - python,Netvagas,,https://br.indeed.com/rc/clk?jk=88ecde0bafcae884&bb=YTjF9feXOc-mubyWHCdG-ONgPXNvJaD0Ac0yVTHCGKbo9CFld9cBWgP6qcpHxCBA74xJfvlbK2v3ETi4_nt37Aesh4de2fc3XFy6BnqKTBg%3D&xkcb=SoDL67M3EEWde92YIh0GbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
